date,open,high,low,close,volume,code
2026-09-23,284500.0,285000.0,281000.0,284750.0,15404044.0,005930
2026-09-23,1899000.0,1900000.0,1836000.0,1857000.0,2475757.0,000660
2026-09-23,217000.0,220000.0,216500.0,220000.0,4551460.0,005935
2026-09-23,1179000.0,1196000.0,1161000.0,1179000.0,502860.0,402340
2026-09-23,1543000.0,1544000.0,1472000.0,1503000.0,433484.0,009150
2026-09-23,353500.0,359000.0,349500.0,350000.0,200095.0,373220
2026-09-23,364000.0,365500.0,352000.0,353500.0,442484.0,005380
2026-09-23,1390000.0,1394000.0,1360000.0,1360000.0,30792.0,207940
2026-09-23,176000.0,176900.0,172300.0,173000.0,551733.0,105560
2026-09-23,374000.0,379500.0,365000.0,366000.0,230618.0,028260
2026-09-23,297500.0,299000.0,291500.0,293500.0,189130.0,032830
2026-09-23,1057000.0,1062000.0,1015000.0,1018000.0,96670.0,012450
2026-09-23,86100.0,86100.0,80500.0,81200.0,4073099.0,034020
2026-09-23,112800.0,113300.0,109100.0,109400.0,712797.0,055550
2026-09-23,451500.0,451500.0,438000.0,439500.0,153596.0,329180
2026-09-23,119100.0,119800.0,115200.0,115200.0,600957.0,000270
2026-09-23,600000.0,618000.0,591000.0,608000.0,103050.0,034730
2026-09-23,529000.0,529000.0,510000.0,519000.0,329027.0,006400
2026-09-23,179000.0,179700.0,176800.0,177300.0,252905.0,068270
2026-09-23,135800.0,136700.0,132100.0,132400.0,461371.0,086790
2026-09-23,215500.0,216000.0,207000.0,207500.0,470660.0,066570
2026-09-23,379000.0,379500.0,365000.0,367500.0,137384.0,012330
2026-09-23,214500.0,214500.0,203000.0,205500.0,285182.0,010120
2026-09-23,201000.0,201500.0,194100.0,194200.0,1016443.0,035420
2026-09-23,652000.0,656000.0,644000.0,648000.0,46210.0,000810
2026-09-23,2950000.0,2950000.0,2828000.0,2880000.0,22829.0,298040
2026-09-23,35850.0,36250.0,35250.0,35250.0,1121732.0,316140
2026-09-23,722000.0,723000.0,701000.0,707000.0,56522.0,267260
2026-09-23,143000.0,151100.0,142100.0,149200.0,883900.0,096770
2026-09-23,319000.0,320000.0,309500.0,309500.0,156354.0,005490
2026-09-23,1477000.0,1519000.0,1452000.0,1510000.0,68633.0,000150
2026-09-23,81900.0,82000.0,79500.0,79700.0,726923.0,042660
2026-09-23,342000.0,342500.0,330500.0,332000.0,79495.0,009540
2026-09-23,243500.0,243500.0,237000.0,243000.0,289812.0,042700
2026-09-23,1118000.0,1119000.0,1108000.0,1109000.0,6361.0,010130
2026-09-23,128500.0,128900.0,124800.0,124900.0,128914.0,138040
2026-09-23,21200.0,21300.0,20750.0,20750.0,452327.0,011200
2026-09-23,30950.0,30950.0,30150.0,30200.0,1294767.0,015760
2026-09-23,88000.0,89100.0,86300.0,86600.0,477855.0,017670
2026-09-23,177700.0,178800.0,173300.0,174200.0,225928.0,033780
2026-09-23,256500.0,260500.0,252000.0,252000.0,112702.0,051910
2026-09-23,20700.0,20750.0,20200.0,20200.0,1717952.0,010140
2026-09-23,154600.0,160600.0,153200.0,156200.0,327367.0,010950
2026-09-23,33250.0,33250.0,31900.0,32200.0,685941.0,006800
2026-09-23,226500.0,226500.0,217500.0,219500.0,78962.0,018260
2026-09-23,116800.0,117200.0,112000.0,112000.0,92125.0,003550
2026-09-23,20300.0,21050.0,20250.0,20400.0,1278039.0,024110
2026-09-23,207000.0,210000.0,201500.0,205500.0,111184.0,267250
2026-09-23,186200.0,193500.0,179200.0,179800.0,475570.0,003670
2026-09-23,704000.0,713000.0,688000.0,695000.0,50452.0,079550
2026-09-23,34200.0,34600.0,33550.0,33550.0,1079298.0,035720
2026-09-23,203500.0,203500.0,194500.0,196400.0,179416.0,086280
2026-09-23,77700.0,78600.0,72800.0,73600.0,817649.0,272210
2026-09-23,361500.0,372500.0,357000.0,368500.0,167623.0,278470
2026-09-23,130000.0,130000.0,120200.0,120600.0,1086486.0,000720
2026-09-23,53300.0,53500.0,52600.0,52700.0,153095.0,030200
2026-09-23,549000.0,549000.0,525000.0,534000.0,97461.0,011070
2026-09-23,118100.0,119100.0,114700.0,115800.0,174680.0,064350
2026-09-23,130000.0,130100.0,127400.0,127600.0,140254.0,047810
2026-09-23,185900.0,186600.0,182000.0,184300.0,126929.0,005830
